TaggerCh	Theta	DTheta	Asym	DAsym

0	5.000000	5.000000	0.000000	0.000000
0	15.000000	5.000000	0.382136	2.737568
0	25.000000	5.000000	1.248121	0.757794
0	35.000000	5.000000	-1.762737	3.614502
0	45.000000	5.000000	0.104310	0.124111
0	55.000000	5.000000	0.320877	0.139863
0	65.000000	5.000000	0.256089	0.119697
0	75.000000	5.000000	0.075678	0.108451
0	85.000000	5.000000	-0.224305	0.101673
0	95.000000	5.000000	0.100995	0.085078
0	105.000000	5.000000	-0.103637	0.097749
0	115.000000	5.000000	0.225075	0.188521
0	125.000000	5.000000	0.596306	0.266126
0	135.000000	5.000000	-0.272971	0.172202
0	145.000000	5.000000	-1.883725	1.199141
0	155.000000	5.000000	0.931871	0.518030
0	165.000000	5.000000	-1.710449	1.227741
0	175.000000	5.000000	0.746422	0.550934


1	5.000000	5.000000	0.000000	0.000000
1	15.000000	5.000000	-2.500883	1.012008
1	25.000000	5.000000	2.045603	2.188227
1	35.000000	5.000000	-0.399539	0.293011
1	45.000000	5.000000	0.214505	0.151058
1	55.000000	5.000000	-0.195049	0.120896
1	65.000000	5.000000	-0.241748	0.101321
1	75.000000	5.000000	-0.147830	0.087402
1	85.000000	5.000000	-0.160159	0.076385
1	95.000000	5.000000	0.103260	0.086607
1	105.000000	5.000000	0.000805	0.097946
1	115.000000	5.000000	-0.117831	0.127299
1	125.000000	5.000000	-0.383230	0.156830
1	135.000000	5.000000	0.117728	0.199193
1	145.000000	5.000000	0.345697	0.273569
1	155.000000	5.000000	0.689079	0.815415
1	165.000000	5.000000	-0.968240	1.275552
1	175.000000	5.000000	-1.340601	4.818547


2	5.000000	5.000000	0.000000	0.000000
2	15.000000	5.000000	6.825453	4.436467
2	25.000000	5.000000	0.324817	0.404586
2	35.000000	5.000000	-0.617147	0.192326
2	45.000000	5.000000	-0.115389	0.121905
2	55.000000	5.000000	0.002580	0.079366
2	65.000000	5.000000	-0.105270	0.072028
2	75.000000	5.000000	-0.075458	0.065066
2	85.000000	5.000000	-0.041931	0.060305
2	95.000000	5.000000	0.016349	0.063199
2	105.000000	5.000000	-0.074082	0.065349
2	115.000000	5.000000	0.153162	0.080986
2	125.000000	5.000000	0.014612	0.096845
2	135.000000	5.000000	0.064163	0.125738
2	145.000000	5.000000	0.197911	0.241417
2	155.000000	5.000000	0.536410	0.359111
2	165.000000	5.000000	1.275759	0.604202
2	175.000000	5.000000	-1.272586	1.435890


3	5.000000	5.000000	0.000000	0.000000
3	15.000000	5.000000	0.000000	0.000000
3	25.000000	5.000000	0.000000	0.000000
3	35.000000	5.000000	0.000000	0.000000
3	45.000000	5.000000	0.000000	0.000000
3	55.000000	5.000000	0.000000	0.000000
3	65.000000	5.000000	0.000000	0.000000
3	75.000000	5.000000	0.000000	0.000000
3	85.000000	5.000000	0.000000	0.000000
3	95.000000	5.000000	0.000000	0.000000
3	105.000000	5.000000	0.000000	0.000000
3	115.000000	5.000000	0.000000	0.000000
3	125.000000	5.000000	0.000000	0.000000
3	135.000000	5.000000	0.000000	0.000000
3	145.000000	5.000000	0.000000	0.000000
3	155.000000	5.000000	0.000000	0.000000
3	165.000000	5.000000	0.000000	0.000000
3	175.000000	5.000000	0.000000	0.000000


4	5.000000	5.000000	0.000000	0.000000
4	15.000000	5.000000	0.000000	0.000000
4	25.000000	5.000000	0.000000	0.000000
4	35.000000	5.000000	0.000000	0.000000
4	45.000000	5.000000	0.000000	0.000000
4	55.000000	5.000000	0.000000	0.000000
4	65.000000	5.000000	0.000000	0.000000
4	75.000000	5.000000	0.000000	0.000000
4	85.000000	5.000000	0.000000	0.000000
4	95.000000	5.000000	0.000000	0.000000
4	105.000000	5.000000	0.000000	0.000000
4	115.000000	5.000000	0.000000	0.000000
4	125.000000	5.000000	0.000000	0.000000
4	135.000000	5.000000	0.000000	0.000000
4	145.000000	5.000000	0.000000	0.000000
4	155.000000	5.000000	0.000000	0.000000
4	165.000000	5.000000	0.000000	0.000000
4	175.000000	5.000000	0.000000	0.000000


5	5.000000	5.000000	0.000000	0.000000
5	15.000000	5.000000	1.146962	2.103714
5	25.000000	5.000000	-0.566804	0.441753
5	35.000000	5.000000	-0.088039	0.210499
5	45.000000	5.000000	0.174425	0.105713
5	55.000000	5.000000	0.017170	0.079644
5	65.000000	5.000000	-0.036879	0.060176
5	75.000000	5.000000	0.021936	0.057190
5	85.000000	5.000000	-0.069550	0.053022
5	95.000000	5.000000	-0.087066	0.060898
5	105.000000	5.000000	-0.132926	0.061263
5	115.000000	5.000000	-0.140668	0.072704
5	125.000000	5.000000	0.039041	0.094039
5	135.000000	5.000000	-0.267072	0.122772
5	145.000000	5.000000	0.727909	0.242309
5	155.000000	5.000000	-0.018641	0.285941
5	165.000000	5.000000	-0.036059	0.870282
5	175.000000	5.000000	-0.351969	0.622089


6	5.000000	5.000000	0.000000	0.000000
6	15.000000	5.000000	5.916115	3.458598
6	25.000000	5.000000	-1.838646	0.642256
6	35.000000	5.000000	-0.259893	0.137387
6	45.000000	5.000000	-0.018811	0.094005
6	55.000000	5.000000	0.124743	0.063753
6	65.000000	5.000000	-0.018716	0.070769
6	75.000000	5.000000	0.126442	0.051304
6	85.000000	5.000000	-0.076085	0.053421
6	95.000000	5.000000	-0.079714	0.051255
6	105.000000	5.000000	-0.031723	0.056049
6	115.000000	5.000000	-0.115688	0.067530
6	125.000000	5.000000	-0.056285	0.085507
6	135.000000	5.000000	-0.245477	0.112572
6	145.000000	5.000000	0.571168	0.140630
6	155.000000	5.000000	-0.152727	0.231629
6	165.000000	5.000000	-2.610219	1.991939
6	175.000000	5.000000	-0.122997	0.399141


7	5.000000	5.000000	0.000000	0.000000
7	15.000000	5.000000	2.941577	0.840715
7	25.000000	5.000000	-0.075181	0.460557
7	35.000000	5.000000	-0.613339	0.208021
7	45.000000	5.000000	0.151400	0.126873
7	55.000000	5.000000	-0.065812	0.086385
7	65.000000	5.000000	-0.033352	0.070736
7	75.000000	5.000000	0.040496	0.071355
7	85.000000	5.000000	-0.098057	0.063367
7	95.000000	5.000000	-0.088218	0.062001
7	105.000000	5.000000	0.082564	0.065667
7	115.000000	5.000000	-0.115958	0.077544
7	125.000000	5.000000	-0.090386	0.105159
7	135.000000	5.000000	-0.136573	0.142220
7	145.000000	5.000000	0.378738	0.248037
7	155.000000	5.000000	-0.653448	0.395626
7	165.000000	5.000000	-4.159268	9.434403
7	175.000000	5.000000	0.892057	3.274414


8	5.000000	5.000000	0.000000	0.000000
8	15.000000	5.000000	-1.887272	10.624956
8	25.000000	5.000000	0.466316	0.374260
8	35.000000	5.000000	-0.298829	0.179593
8	45.000000	5.000000	-0.136896	0.111066
8	55.000000	5.000000	-0.182120	0.075796
8	65.000000	5.000000	-0.005950	0.064286
8	75.000000	5.000000	-0.092006	0.056439
8	85.000000	5.000000	0.129008	0.052944
8	95.000000	5.000000	-0.073948	0.055637
8	105.000000	5.000000	0.059973	0.058919
8	115.000000	5.000000	0.029177	0.074059
8	125.000000	5.000000	-0.050357	0.086867
8	135.000000	5.000000	0.132300	0.117696
8	145.000000	5.000000	-0.049754	0.171222
8	155.000000	5.000000	-0.782682	0.340480
8	165.000000	5.000000	-0.696407	0.591018
8	175.000000	5.000000	1.929408	5.748925


9	5.000000	5.000000	0.000000	0.000000
9	15.000000	5.000000	3.990327	19.928572
9	25.000000	5.000000	-1.219836	0.693001
9	35.000000	5.000000	0.484164	0.195291
9	45.000000	5.000000	-0.175875	0.267247
9	55.000000	5.000000	-0.133689	0.194604
9	65.000000	5.000000	-0.141532	0.133958
9	75.000000	5.000000	0.059701	0.084224
9	85.000000	5.000000	-0.142259	0.121749
9	95.000000	5.000000	-0.109393	0.103739
9	105.000000	5.000000	-0.240814	0.141335
9	115.000000	5.000000	0.237747	0.108574
9	125.000000	5.000000	-0.182674	0.118631
9	135.000000	5.000000	0.232738	0.198685
9	145.000000	5.000000	0.438337	0.290600
9	155.000000	5.000000	-0.150672	0.476508
9	165.000000	5.000000	2.891771	3.295251
9	175.000000	5.000000	-0.657668	2.148700


10	5.000000	5.000000	0.000000	0.000000
10	15.000000	5.000000	0.000000	0.000000
10	25.000000	5.000000	2.132438	1.771783
10	35.000000	5.000000	0.590309	0.363337
10	45.000000	5.000000	0.023730	0.213256
10	55.000000	5.000000	-0.472712	0.191683
10	65.000000	5.000000	0.051054	0.118815
10	75.000000	5.000000	-0.022396	0.120759
10	85.000000	5.000000	-0.222129	0.088192
10	95.000000	5.000000	0.082013	0.127346
10	105.000000	5.000000	-0.248281	0.116078
10	115.000000	5.000000	-0.141189	0.119034
10	125.000000	5.000000	0.500919	0.208743
10	135.000000	5.000000	0.399110	0.116286
10	145.000000	5.000000	0.169231	0.296309
10	155.000000	5.000000	0.307674	0.659141
10	165.000000	5.000000	-207.402988	297.114259
10	175.000000	5.000000	0.475656	1.510446


11	5.000000	5.000000	0.000000	0.000000
11	15.000000	5.000000	1.108630	0.791840
11	25.000000	5.000000	-1.327792	0.617506
11	35.000000	5.000000	-0.354405	0.344754
11	45.000000	5.000000	-0.230979	0.518776
11	55.000000	5.000000	-0.287882	0.287741
11	65.000000	5.000000	1.232650	0.649167
11	75.000000	5.000000	0.979883	0.838158
11	85.000000	5.000000	-0.286463	0.352594
11	95.000000	5.000000	0.064368	0.223956
11	105.000000	5.000000	1.915830	1.120105
11	115.000000	5.000000	-0.596107	0.338597
11	125.000000	5.000000	-0.383694	0.229851
11	135.000000	5.000000	0.340329	0.143242
11	145.000000	5.000000	0.512860	0.657018
11	155.000000	5.000000	-25.623220	56.194175
11	165.000000	5.000000	0.168994	1.046113
11	175.000000	5.000000	-0.442354	0.358259


12	5.000000	5.000000	0.000000	0.000000
12	15.000000	5.000000	0.925489	1.035916
12	25.000000	5.000000	0.771896	1.212855
12	35.000000	5.000000	-0.122167	0.463499
12	45.000000	5.000000	-0.018951	0.318709
12	55.000000	5.000000	-0.371182	0.378074
12	65.000000	5.000000	-1.279825	0.904903
12	75.000000	5.000000	1.517096	0.820563
12	85.000000	5.000000	1.070078	0.766176
12	95.000000	5.000000	-0.527066	0.375928
12	105.000000	5.000000	-2.106977	1.171223
12	115.000000	5.000000	0.247484	0.409544
12	125.000000	5.000000	23.762827	46.422663
12	135.000000	5.000000	0.032274	0.417719
12	145.000000	5.000000	-2.098572	1.959665
12	155.000000	5.000000	-0.134053	0.283602
12	165.000000	5.000000	0.269087	0.563439
12	175.000000	5.000000	-0.293970	0.825407


13	5.000000	5.000000	0.000000	0.000000
13	15.000000	5.000000	2.275181	3.364911
13	25.000000	5.000000	-0.315608	0.449809
13	35.000000	5.000000	0.220115	0.173271
13	45.000000	5.000000	0.257243	0.104867
13	55.000000	5.000000	-0.081673	0.075022
13	65.000000	5.000000	-0.008813	0.067392
13	75.000000	5.000000	0.162523	0.054184
13	85.000000	5.000000	-0.058689	0.054167
13	95.000000	5.000000	0.044846	0.056239
13	105.000000	5.000000	-0.068027	0.058293
13	115.000000	5.000000	0.099868	0.074778
13	125.000000	5.000000	0.104550	0.089753
13	135.000000	5.000000	-0.194555	0.114520
13	145.000000	5.000000	0.004709	0.171264
13	155.000000	5.000000	1.091267	0.308423
13	165.000000	5.000000	1.963262	0.700835
13	175.000000	5.000000	1.458153	1.706637


14	5.000000	5.000000	0.000000	0.000000
14	15.000000	5.000000	0.164336	1.010302
14	25.000000	5.000000	-0.488689	0.288463
14	35.000000	5.000000	-0.001329	0.154264
14	45.000000	5.000000	-0.180675	0.089159
14	55.000000	5.000000	0.052968	0.061778
14	65.000000	5.000000	0.080163	0.051395
14	75.000000	5.000000	-0.055573	0.045257
14	85.000000	5.000000	-0.072888	0.043320
14	95.000000	5.000000	0.061195	0.045869
14	105.000000	5.000000	-0.128250	0.049711
14	115.000000	5.000000	-0.116322	0.055107
14	125.000000	5.000000	-0.074304	0.071092
14	135.000000	5.000000	0.197935	0.097811
14	145.000000	5.000000	-0.112122	0.155396
14	155.000000	5.000000	0.010760	0.240372
14	165.000000	5.000000	-1.372212	0.466602
