# RunInfo:	RunNumber	FileName	RunType	BeamTimeBlock	RunDateTime	TargetNMRSignal	TargetOrient	HelBitPresent	AcquCrash	LaddP2Ratio	TargetPolDegree	ErrorTargetPolDegree	BeamPolDegree	AbsTaggEff	BufferDataPath
RunInfo:	26805	CB_26805.dat	0	0	40441.281250	-1	1	0	0	134.000000	-0.695200	0.036800	0.000000	0.087855	2010_09_B
RunInfo:	26806	CB_26806.dat	0	0	40441.300781	-1	1	0	0	134.000000	-0.694800	0.036700	0.000000	0.087855	2010_09_B
RunInfo:	26807	CB_26807.dat	0	0	40441.320312	-1	1	0	0	134.399994	-0.694300	0.036700	0.000000	0.087584	2010_09_B
RunInfo:	26808	CB_26808.dat	0	0	40441.347656	-1	1	0	0	135.000000	-0.693900	0.036700	0.000000	0.087196	2010_09_B
RunInfo:	26809	CB_26809.dat	0	0	40441.371094	-1	1	0	0	136.000000	-0.693600	0.036700	0.000000	0.086560	2010_09_B
RunInfo:	26810	CB_26810.dat	0	0	40441.378906	-1	1	0	0	135.000000	-0.693200	0.036700	0.000000	0.087196	2010_09_B
RunInfo:	26811	CB_26811.dat	0	0	40441.402344	-1	1	0	0	136.000000	-0.692600	0.036600	0.000000	0.086560	2010_09_B
RunInfo:	26812	CB_26812.dat	0	0	40441.425781	-1	1	0	0	136.000000	-0.692100	0.036600	0.000000	0.086560	2010_09_B
RunInfo:	26813	CB_26813.dat	0	0	40441.445312	-1	1	0	0	136.000000	-0.691800	0.036600	0.000000	0.086560	2010_09_B
RunInfo:	26814	CB_26814.dat	0	0	40441.468750	-1	1	0	0	136.000000	-0.691400	0.036600	0.000000	0.086560	2010_09_B
RunInfo:	26815	CB_26815.dat	0	0	40441.492188	-1	1	0	0	136.000000	-0.690800	0.036500	0.000000	0.086560	2010_09_B
RunInfo:	26816	CB_26816.dat	0	0	40441.507812	-1	1	0	0	137.000000	-0.690400	0.036500	0.000000	0.085924	2010_09_B
RunInfo:	26817	CB_26817.dat	0	0	40441.531250	-1	1	0	0	137.000000	-0.690000	0.036500	0.000000	0.085924	2010_09_B
RunInfo:	26818	CB_26818.dat	0	0	40441.550781	-1	1	0	0	137.000000	-0.689600	0.036500	0.000000	0.085924	2010_09_B
RunInfo:	26819	CB_26819.dat	0	0	40441.574219	-1	1	0	0	137.000000	-0.689200	0.036500	0.000000	0.085924	2010_09_B
RunInfo:	26820	CB_26820.dat	0	0	40441.757812	-1	1	1	0	131.000000	-0.685300	0.036200	0.825272	0.089868	2010_09_B
RunInfo:	26821	CB_26821.dat	0	0	40441.781250	-1	1	1	0	131.300003	-0.684900	0.036200	0.825361	0.089656	2010_09_B
RunInfo:	26822	CB_26822.dat	2	0	40441.804688	-1	1	1	0	-1.000000	-0.684900	0.036200	0.825361	-11.771765	2010_09_B
RunInfo:	26823	CB_26823.dat	2	0	40441.812500	-1	1	1	0	-1.000000	-0.684900	0.036200	0.825361	-11.771765	2010_09_B
RunInfo:	26825	CB_26825.dat	0	0	40441.816406	-1	1	1	0	130.000000	-0.684400	0.036200	0.825479	0.090551	2010_09_B
RunInfo:	26826	CB_26826.dat	0	0	40441.839844	-1	1	1	0	131.300003	-0.683700	0.036200	0.825575	0.089656	2010_09_B
RunInfo:	26827	CB_26827.dat	0	0	40441.859375	-1	1	1	0	131.100006	-0.683200	0.036100	0.825651	0.089797	2010_09_B
RunInfo:	26828	CB_26828.dat	0	0	40441.878906	-1	1	1	0	131.500000	-0.682800	0.036100	0.825724	0.089526	2010_09_B
RunInfo:	26829	CB_26829.dat	0	0	40441.898438	-1	1	1	0	132.199997	-0.682400	0.036100	0.825799	0.089044	2010_09_B
RunInfo:	26830	CB_26830.dat	0	0	40441.925781	-1	1	1	0	132.300003	-0.681900	0.036100	0.825898	0.088985	2010_09_B
RunInfo:	26831	CB_26831.dat	0	0	40441.953125	-1	1	1	0	132.000000	-0.681400	0.036000	0.825974	0.089185	2010_09_B
RunInfo:	26832	CB_26832.dat	0	0	40441.968750	-1	1	1	1	133.000000	-0.681100	0.036000	0.826047	0.088514	2010_09_B
RunInfo:	26833	CB_26833.dat	0	0	40441.984375	-1	1	1	0	132.000000	-0.680900	0.036000	0.826100	0.089185	2010_09_B
RunInfo:	26834	CB_26834.dat	0	0	40441.992188	-1	1	1	0	133.000000	-0.680700	0.036000	0.826135	0.088514	2010_09_B
RunInfo:	26835	CB_26835.dat	0	0	40442.000000	-1	1	1	0	132.699997	-0.680400	0.036000	0.826163	0.088714	2010_09_B
RunInfo:	26836	CB_26836.dat	0	0	40442.031250	-1	1	1	0	133.000000	-0.679800	0.036000	0.826259	0.088514	2010_09_B
RunInfo:	26837	CB_26837.dat	0	0	40442.050781	-1	1	1	0	133.800003	-0.679500	0.035900	0.826332	0.087984	2010_09_B
RunInfo:	26838	CB_26838.dat	0	0	40442.062500	-1	1	1	0	134.000000	-0.679200	0.035900	0.826367	0.087855	2010_09_B
RunInfo:	26839	CB_26839.dat	0	0	40442.078125	-1	1	1	0	134.199997	-0.678800	0.035900	0.826443	0.087725	2010_09_B
RunInfo:	26840	CB_26840.dat	0	0	40442.101562	-1	1	1	0	134.000000	-0.678400	0.035900	0.826516	0.087855	2010_09_B
RunInfo:	26841	CB_26841.dat	0	0	40442.121094	-1	1	1	0	134.000000	-0.677900	0.035900	0.826604	0.087855	2010_09_B
