-1.071    0.297
-0.299    0.138
-0.490    0.089
-0.439    0.073
-0.217    0.057
 0.325    0.063
 0.387    0.060
 0.665    0.061
 0.681    0.075
 0.538    0.112











