   0.000    0.0030    0.0290   
  -0.259    0.1280    0.0450   
  -0.500    0.0620    0.0260   
  -0.707    0.0840    0.0570   
   0.423    0.1750    0.1570   
   0.259    0.1180    0.0860   
   0.087    0.0000    0.0350   
  -0.087    0.0930    0.0230   
  -0.259    0.1370    0.0200   
  -0.423    0.1400    0.0230   
