   0.423   -0.1860    0.0880    
   0.259   -0.1080    0.0560    
   0.087    0.0170    0.0360    
  -0.087    0.0220    0.0210    
  -0.259    0.0910    0.0190    
  -0.423    0.0960    0.0250    
   0.500   -0.0540    0.0500    
   0.259   -0.0170    0.0460    
   0.000    0.1580    0.0370    
  -0.259    0.1790    0.0650    
  -0.500    0.1060    0.0910    
  -0.707    0.2070    0.1000    
