   0.500   -0.0490    0.0410   
   0.259   -0.1000    0.0610   
   0.000   -0.0540    0.0510   
  -0.259    0.0510    0.0410   
  -0.500    0.0270    0.0450   
  -0.707    0.0640    0.0930   
