   0.423   -0.1860    0.0880   
   0.259   -0.1080    0.0560   
   0.087    0.0170    0.0360   
  -0.087    0.0220    0.0210   
  -0.259    0.0910    0.0190   
  -0.423    0.0960    0.0250   
