   0.259    0.0250    0.0350    
   0.000    0.1060    0.0540    
  -0.259    0.1240    0.0480    
  -0.500    0.1930    0.0630    
  -0.707    0.2400    0.0670    
   0.259    0.0490    0.0680    
   0.087    0.0840    0.0420    
  -0.087    0.1470    0.0350    
  -0.259    0.1150    0.0260    
  -0.423    0.1710    0.0290    
